X,Y
-97.454614,27.58738
-97.222671,27.620554
-97.648689,30.411755
-97.305704,30.311941
-97.328801,27.669265
-105.780798,22.82643
73.81,23.45
-97.329174,27.669241
-98.446118,29.317143
-97.221667,27.601411
-97.662637,30.627855
-97.328887,27.669208
-82.467407,27.423673
74.27,23.33
-106.442705,23.299501
-106.442842,23.298842
25.980628,-24.559029
-106.442619,23.298595
-106.442885,23.296851
-106.442885,23.296851
-97.285414,27.668972
-97.670566,27.860017
-98.188562,26.286867
-102.954363,29.17932
-103.930797,30.597135
-98.622983,31.269707
-97.758536,30.417972
-97.285571,27.668736
-97.285469,27.66888
-95.619349,29.166446
-97.285336,27.66908
-94.958241,29.424651
-94.958236,29.42467
-97.387239,28.656613
-94.958228,29.424578
-98.08012,30.203994
-97.758536,30.417972
-86.871655,32.788461
-98.493632,19.517673
-96.848781,32.75357
-99.753143,29.427741
-99.753148,29.427732
-86.458877,34.588146
-97.11474,32.905899
-97.575611,29.619999
-82.28469,34.901257
-102.946133,21.149936
-102.949384,21.149234
-102.949384,21.149234
-102.949384,21.149234
-87.484629,33.262504
-87.484444,33.262222
-103.825737,20.368141
103.843535,1.416443
-94.958171,29.424705
-99.410671,28.299205
-90.008918,32.336755
-97.648729,30.411801
-94.958358,29.424392
-95.42,29.043
-97.7225,30.3575
-95.365927,34.025845
-93.226509,31.041178
-73.701622,43.295762
-98.08012,30.203994
-73.991847,40.653602
-73.995046,40.649326
-97.758536,30.417972
-84.344037,30.410487
-103.535905,20.732546
-95.601074,29.748981
-95.42,29.043
-97.67056,27.860013
-79.416788,43.670992
-76.77639,39.07092
-95.913488,29.665765
120.682948,23.456003
-73.16734,44.015337
-97.285572,27.668637
-97.285203,27.669071
-97.285328,27.66903
-97.454473,27.587568
-97.031362,28.808533
-97.285334,27.669014
-76.77639,39.07092
-97.437622,27.57204
-77.279512,38.917287
-86.700996,34.714965
-97.285539,27.668689
-79.416842,43.671063
-96.629313,32.327784
-76.758202,42.443508
-76.758202,42.443508
-76.487616,44.234796
-96.685706,32.857083
-98.248142,31.634641
-98.08012,30.203994
-95.601074,29.748981
-69.952879,47.757788
-95.765534,29.806641
-96.685767,32.857025
-73.408546,41.577043
-75.336923,39.98606
-104.652174,38.771284
-101.937484,33.400884
-76.758202,42.443508
-97.64874,30.411821
-97.648707,30.41183
-97.14959,33.622691
-73.994205,40.649501
-73.995217,40.649421
-78.69106,44.590915
-91.396428,45.928632
-79.769342,43.689487
-78.69106,44.590915
-95.445245,30.808726
-73.16734,44.015337
-100.429008,25.764095
-80.456573,42.576232
-83.076067,42.245604
-76.140449,43.033659
-97.305107,30.837439
-98.623549,31.269769
-98.623363,31.269709
-98.623431,31.269881
-95.65,29.682
-76.771764,39.077723
-72.525534,43.132281
-76.139483,43.033614
-99.499336,30.109295
-96.980287,30.850503
-97.222718,27.620578
-94.958193,29.424721
-98.623256,31.269903
-86.683323,33.688991
-97.305111,30.837437
-94.95822,29.424745
-96.775551,30.082985
-95.42,29.043
-97.222733,27.620561
-95.601074,29.748981
-97.22272,27.620569
-100.691078,20.193615
-97.371702,27.646798
-97.32921,27.669293
-76.388336,44.141577
-94.958226,29.424666
-104.027408,20.543597
-95.601074,29.748981
-95.42,29.043
-97.285318,27.669048
-95.100052,29.416281
-95.601074,29.748981
-95.115173,29.566736
-95.601074,29.748981
-95.601074,29.748981
-97.670632,27.860029
-95.601074,29.748981
-95.402253,29.7194
-95.601074,29.748981
-97.670728,27.860042
-97.758536,30.417972
-95.601074,29.748981
-96.685754,32.857029
-97.22272,27.620572
-96.8014,28.310547
-97.285402,27.668905
-97.328265,28.243793
-96.867178,28.342756
-97.222712,27.620573
-97.222708,27.620579
-97.374776,32.578835
-95.166255,29.958467
-97.389097,28.655952
-97.285402,27.66891
-97.285326,27.669032
-97.222705,27.620585
-97.877677,28.066062
-100.514067,21.295522
-97.267512,30.256732
-87.471161,36.026978
-97.268026,30.255490000000002
-97.384367,30.350108
-97.648729,30.411801
-80.634125,43.441003
-97.547129,30.35052
-94.686378,29.752496
-97.285328,27.669035
-97.758536,30.417972
-75.445717,40.126192
-98.114081,30.198592
-97.466575,35.216938
-97.22271,27.620592
-94.958188,29.424726
-97.320488,20.43877
-97.454322,27.586869
-97.222692,27.620594
-73.984401,40.65647
-95.42,29.043
-97.328791,27.669287
-97.328811,27.669369
-98.135644,26.08228
-97.547376,30.350362
-98.37628,26.185045
-97.385151,30.347637
-97.222714,27.620572
-97.32917,27.669241
-97.454546,27.587551
-99.150774,26.576709
-97.221136,27.624802
-94.958199,29.424719
-97.285337,27.669043
-97.047534,28.05322
-97.957747,26.126278
-95.42,29.043
-97.731505,30.489463
-100.579551,25.796431
-97.027645,32.964074
-98.347083,26.337671
-103.191361,20.323247
-94.958237,29.424667
-95.10009,29.416342
-100.388111,20.522189
-95.419511,29.042716
-97.489062,30.22136
-97.222717,27.620563
-95.419511,29.042716
-97.222693,27.620551
-95.419511,29.042716
-82.531944,28.097329
9.80709,3.99741
9.78537,4.0601
9.80709,3.99741
9.78537,4.0601
9.80709,3.99741
9.80709,3.99741
9.78537,4.0601
9.80709,3.99741
9.78537,4.0601
9.78537,4.0601
9.78537,4.0601
10.22999,5.34052
9.78537,4.0601
9.78537,4.0601
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.78537,4.0601
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.78537,4.0601
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.78537,4.0601
9.80709,3.99741
9.78537,4.0601
9.78537,4.0601
9.78537,4.0601
9.78537,4.0601
9.78537,4.0601
9.80709,3.99741
9.80709,3.99741
9.80709,3.99741
9.78537,4.0601
9.78537,4.0601
9.78537,4.0601
9.78537,4.0601
9.78537,4.0601
9.78537,4.0601
9.78537,4.0601
9.78537,4.0601
9.78537,4.0601
-86.158544,34.205683
-95.419511,29.042716
13.5857,7.31439
-60.9355,14.54838
-95.419511,29.042716
-86.158544,34.205652
-101.961397,33.530569
-89.212102,31.323131
-102.120696,31.963694
-97.758536,30.417972
-87.569173,33.209841
-87.569173,33.209841
-87.569173,33.209841
-101.783764,33.484389
-97.758582,30.417953
-101.681793,33.535564
-87.563072,33.214652
-87.561195,33.213143
-87.559722,33.215278
-87.484475,33.262255
-98.114143,30.198654
-97.648708,30.411799
-95.419511,29.042716
-86.158544,34.205652
-99.345972,18.574502
-95.597769,29.380101
-79.952499,40.429443
-98.208357,28.028563
-97.67055,27.860019
-98.114178,30.198622
-98.208355,28.028564
-97.04753,28.053274
-97.047546,28.053271
-98.208346,28.028577
-98.208356,28.028562
-97.047485,28.053276
-97.047548,28.053276
-97.047478,28.05327
-96.774154,32.814035
-101.903276,33.560553
-101.8578,33.587672
-92.348142,30.582983
-82.238657,29.668275
-88.455304,41.579154
-64.618661,46.389245
-64.618661,46.389245
-94.301601,35.325647
-64.618661,46.389245
-83.888606,32.849163
-93.226753,31.040918
-88.027481,42.347301
-65.57753,43.495353
-86.457811,32.55936
-97.670547,27.860028
-97.285378,27.668987
-95.419511,29.042716
-98.208342,28.028556
-98.11416,30.198629
-97.384357,30.350097
-97.547221,30.350124
-98.23515,31.63693
-97.112465,32.792535
-60.537369,46.886274
-97.285326,27.669062
-97.28541,27.668918
-96.667349,32.848225
-97.255918,32.883679
-96.628546,32.906786
-97.032191,32.617267
-97.289746,32.671116
-98.109364,32.246969
-97.297714,32.928185
-96.709,33.448383
-97.26461,32.885017
-97.14898,32.906547
-93.85322,30.17872
-95.051636,29.780822
-96.131099,33.471805
-97.149147,32.741408
-97.399744,32.857554
-97.285553,27.668716
-97.285412,27.668936
-95.581917,29.781637
-79.952499,40.429443
-96.786316,33.079914
-97.374777,32.770998
-97.417224,32.778879
-97.604927,33.213009
-97.573975,30.887895
-96.726914,32.818416
-98.085811,30.191794
-97.016002,32.311748
-97.290655,32.670616
-98.615067,29.573833
-94.75467,32.500715
-95.149342,31.596605
-97.82698,30.244878
-97.146019,33.023495
-92.344435,34.567821
-98.205612,33.814428
-97.1455,33.0237
-97.102883,32.716217
-97.882055,28.061278
-98.114153,30.198653
-96.975407,33.065697
-97.612299,30.559707
-97.198748,33.171554
-95.419511,29.042716
-97.402463,32.61077
-98.114163,30.19864
-97.104,32.587027
-97.642052,31.609982
-97.66036,31.615653
-97.66119,31.615447
-97.232633,32.9631
-97.232633,32.9631
-97.232633,32.9631
-97.608581,31.813865
-97.232239,32.960151
-97.881891,28.061049
-96.654514,32.962996
-97.373827,32.774538
-80.763281,35.140802
-97.222726,27.620565
-97.229978,32.960627
-97.232525999999993,32.960414
-97.222717,27.620555
-97.2227,27.62057
-97.648775,30.411866
-97.6487,30.411829
-96.630747,32.921823
-97.582028,30.247063
-97.648743,30.411792
-98.248125,31.633857
-97.232472,32.959903
-76.752556,39.025866
-76.79802,39.098113
-87.20931,37.304613
-77.912268,45.038609
-97.42499,35.237385
-97.42499,35.237385
-84.500845,39.155265
-76.710649,39.154722
-64.618661,46.389245
-97.648729,30.411806
-80.540355,51.606666
-79.480591,43.742081
-94.301601,35.325647
-94.301601,35.325647
-84.53762,44.90001
-86.66532,46.2247
-84.25305,44.75447
-90.66196,43.95947
-97.285518,27.668781
-97.097778,33.016389
-76.635377,39.032765
-97.245003,32.935276
-97.274986,32.883352
-97.22271,27.620541
-79.468532,34.284166
-97.585688,31.791252
-98.11417,30.198651
-98.379229,28.425423
-97.05827,33.258938
-97.481863,32.847855
-97.0601,33.263898
-95.765534,29.806641
-97.289418,32.668711
-97.3403,30.116129
-97.340303,30.116123
-97.340304,30.116128
-97.034938,33.088717
-96.940024,32.824515
-96.381248,30.624959
-97.375803,32.762283
-96.989051,33.061996
-96.98836,33.061748
-96.988802,33.06213
-96.521331,33.033531
-97.326718,27.70934
-97.222724,27.620564
-97.222717,27.620546
-97.222725,27.620549
-97.308115,32.673845
-96.681404,32.892728
-101.961912,33.529424
-97.109143,33.242819
-97.305,30.837444
-97.192511,32.752335
-97.37475,32.774612
-78.494099,45.046804
-96.858403,32.859669
-94.725943,32.509043
-96.988871,33.061989
-96.587845,32.795674
-97.340298,30.116115
-79.557203,40.704681
-95.504005,30.299402
-89.417854,43.067467
-111.78302,32.12824
-79.14668,38.16781
-88.19657,30.684572
-88.19657,30.684572
-79.14668,38.16781
-93.88242,32.577194
-75.92686,40.413956
-100.30737,29.985878
-97.45085,47.926003
-93.88242,32.577194
-96.10912,41.115063
-101.40421,30.717531
-89.417854,43.067467
-77.48398,37.518696
-82.35444,28.4722
-81.476494,28.381886
-85.94996,37.4024
-81.79866,37.005085
-94.025856,39.03869
-88.64217,40.252415
-75.20706,38.093285
-80.2226,40.639885
-97.64873,30.41179
-76.39845,36.50401
-77.475266,40.723347
-81.59198,25.990639
-79.67424,43.565056
-90.07468,35.827972
-117.5994,33.39999
-97.933205,31.048342
-88.59375,35.540386
-74.093796,42.71546
-82.35444,28.472256
-79.381714,39.39843
-78.51501,33.909546
-77.013336,40.218105
-77.013336,40.218105
-88.5939,35.540295
-94.6883,40.71558
-93.70411,32.448215
-88.59374,35.54039
-81.97369,33.512844
-86.158485,34.205704
-86.158485,34.205704
-86.158485,34.205704
-86.158485,34.205704
-86.158485,34.205704
-94.298965,35.34621
-75.89359,39.62135
-97.932976,31.048435
-96.69445,32.294025
-86.01413,37.445965
-91.56623,42.0094
-89.26077,37.725014
-79.84679,40.420235
-93.70508,32.44854
-93.70508,32.44854
-88.59384,35.54025
-82.354485,28.472095
-77.31407,44.476353
-76.713104,39.10325
-86.01413,37.445965
-86.01413,37.445965
-94.29711,35.334953
-86.01413,37.445965
-86.01413,37.445965
-86.01413,37.445965
-86.01413,37.445965
-84.28584,30.493555
-86.02976,37.41878
-89.64131,43.122036
-84.85431,32.840904
-89.61033,36.39061
-75.81573,41.33643
-75.83669,40.676937
-85.750015,37.81233
-75.68344,39.663857
-78.33196,39.70545
-79.84666,40.420437
-82.34069,29.633886
-75.037674,39.891502
-93.43462,30.854507
-87.08153,30.390743
-74.96867,39.289845
-81.76084,28.042566
-94.76601,30.09791
-87.362656,34.01758
-76.57986,40.969738
-76.183,40.492313
-94.297104,35.334923
-85.74999,37.81232
-85.48588,38.160625
-76.80734,40.640007
-77.12225,40.72278
-86.790504,33.411613
-75.22652,41.90915
-89.28282,37.745567
-71.92661,41.03886
-85.750046,37.81233
-81.93404,40.827335
-97.6224,47.947643
-75.62458,40.470036
-76.82664,40.68342
-77.867874,40.775448
-91.5984,32.07371
-78.2488,41.514763
-84.07916,37.075054
-88.59374,35.540386
-82.37084,35.5446
-97.37641,33.651775
-94.297516,35.334946
-94.297516,35.334946
-94.297516,35.334946
-82.37084,35.5446
-82.37084,35.5446
-82.37084,35.5446
-75.47783,41.48229
-94.73545,32.202923
-76.27763,41.400646
-86.01413,37.445965
-77.344894,37.330765
-84.06533,35.93827
-94.5741,32.504314
-78.03503,40.472157
-85.750015,37.81233
-79.47039,40.235397
-79.47039,40.235397
-85.750015,37.81233
-86.01413,37.445965
-93.70525,32.44855
-76.85257,38.9912
-89.70897,36.43249
-77.013336,40.218105
-76.22179,44.005276
-76.71482,39.10298
-80.14,43.54
-95.074135,29.583893
-95.074135,29.583893
-93.998055,34.462776
-72.18,46.09
-72.45,45.65
-80.13,43.54
-97.75854,30.417973
-82.61667,29.65
-82.61667,29.65
-97.7586,30.417984
-87.76534,41.99698
-74.276,40.26
-80.4475,25.08611
-96.77813,32.76783
-88.78866,33.45484
-72.116,43.597874
-73.31111,41.63139
-73.31111,41.63139
-79.27616,33.1185
-73.944,41.115
-72.116,43.597874
-81.33779,27.18943
-72.116,43.597874
-72.116,43.597874
-73.31111,41.63139
-73.314545,41.652294
-81.33779,27.18943
-74.64766,39.64178
-70.6094,41.409954
-63.87667,44.49528
-81.33779,27.18943
-70.6094,41.409954
-80.13421,37.0818
-72.116,43.597874
-72.14092,41.87315
-73.6333,41.0333
-79.27616,33.1185
-72.116,43.597874
-79.27616,33.1185
-73.84514,41.19704
-72.116,43.597874
-96.97498,32.850327
-72.116,43.597874
-83.93825,33.034294
-71.959435,41.34996
-71.80475,41.372944
-81.82068,26.64255
-96.97498,32.850327
-70.6094,41.409954
-63.87667,44.49528
-71.959435,41.34996
-71.959435,41.34996
-72.116,43.597874
-70.6094,41.409954
-88.78866,33.45484
-72.116,43.597874
-71.42617,41.79788
-63.87667,44.49528
-74.21678,40.2601
-70.669395,41.519955
-74.91225,39.17847
-72.92453,41.30723
-79.27616,33.1185
-74.91225,39.17847
-74.64766,39.64178
-96.97498,32.850327
-73.84514,41.19704
-74.91225,39.17847
-79.27616,33.1185
-80.10949,37.38263
-72.116,43.597874
-72.116,43.597874
-73.314545,41.652294
-96.97498,32.850327
-63.87667,44.49528
-74.82711,39.28928
-81.33779,27.18943
-74.64766,39.64178
-70.6094,41.409954
-79.27616,33.1185
-78.63882,35.7801
-97.7586,30.417984
-86.179825,32.34364
-82.37061,35.544437
-81.33122,40.96367
-95.41951,29.042715
-88.930435,37.376225
-95.41951,29.042715
-82.531944,28.097328
-81.7397,40.793774
-70.66239,41.523872
-70.6718,41.52693
-86.158554,34.205666
-86.70687,33.559013
-72.52685,43.132374
-77.121025,38.919292
-97.01493,32.311413
-101.96146,33.52936
-68.222,47.358
-68.222,47.358
-95.41951,29.042715
-96.70306,32.890106
-97.57943,30.242088
-81.5267,41.5931
-79.81,40.3942
-81.3875,41.5191
-81.2578,40.9067
-81.5267,41.5931
-81.5267,41.5931
-81.1757,41.4261
-81.5267,41.5931
-81.5267,41.5931
-76.476135,42.45377
-70.5403,41.6144
-70.5403,41.6144
-70.6547,41.5298
-70.6547,41.5298
-70.652,41.5299
-74.866,44.982
-88.46294,41.85566
-97.60507,30.649029
-93.88242,32.577194
-97.45085,47.926003
-88.43213,38.43195
-95.393036,29.857273
-78.026115,42.24787
-78.026115,42.24787
-88.43213,38.43195
-80.44867,26.645763
-69.51404,43.994263
-98.52015,29.448671
-98.52015,29.448671
-98.52015,29.448671
-98.52015,29.448671
-94.808205,36.393368
-94.808205,36.393368
-95.90615,36.70438
-85.35305,32.604065
-96.77843,32.766987
-82.36578,27.481386
-97.32309,35.206375
-86.6781,33.262936
-86.6781,33.262936
-86.6781,33.262936
-97.69127,30.239513
-109.77516,31.840128
-95.393036,29.857273
-109.77516,31.840128
-96.77843,32.766987
-96.77843,32.766987
-95.90615,36.70438
-88.19657,30.684572
-86.6781,33.262936
-86.6781,33.262936
-95.393036,29.857273
-84.2778,30.45931
-88.19657,30.684572
-78.97668,33.90927
-73.74591,41.15277
-74.407585,40.439594
-89.417854,43.067467
-83.52197,35.791252
-88.19657,30.684572
-88.19657,30.684572
-87.74606,30.659218
-78.65063,35.789845
-88.19657,30.684572
-92.06417,30.206507
-88.19657,30.684572
-80.88739,27.385592
-74.258865,39.86567
-88.19657,30.684572
-84.54419,39.196926
-88.19657,30.684572
-117.77721,33.675686
-84.2778,30.45931
-100.30737,29.985878
-96.77843,32.766987
-86.11412,40.483536
-94.218414,35.97121
-79.14668,38.16781
-96.77843,32.766987
-84.2778,30.45931
-96.9712,28.79637
-94.27499,35.19698
-94.27499,35.19698
-94.822685,30.162188
-88.61135,35.420254
-88.61135,35.420254
-88.61135,35.420254
-88.61135,35.420254
-88.61135,35.420254
-81.323296,28.514435
-75.644135,39.575916
-75.644135,39.575916
-97.45085,47.926003
-97.45085,47.926003
-97.45085,47.926003
-84.2778,30.45931
-97.45085,47.926003
-98.18099,26.396383
-81.323296,28.514435
-94.374435,32.547993
-98.4766,34.66263
-93.88242,32.577194
-93.88242,32.577194
-94.27499,35.19698
-84.87495,32.510197
-84.87495,32.510197
-90.44595,38.6407
-93.88242,32.577194
-96.60286,35.158367
-93.88242,32.577194
-92.31651,34.773987
-97.45085,47.926003
-97.45085,47.926003
-96.77843,32.766987
-72.692215,40.943554
-88.61135,35.420254
-88.19657,30.684572
-97.45085,47.926003
-89.963066,34.365204
-97.45085,47.926003
-87.645454,41.894295
-97.45085,47.926003
-97.45085,47.926003
-94.34251,39.007233
-84.2778,30.45931
-97.69127,30.239513
-96.400024,47.774254
-97.45085,47.926003
-84.2778,30.45931
-97.45085,47.926003
-97.45085,47.926003
-97.89135,42.634403
-93.18152,31.110563
-97.45085,47.926003
-96.400024,47.774254
-97.45085,47.926003
-94.34251,39.007233
-88.19657,30.684572
-88.19657,30.684572
-88.19657,30.684572
-88.19657,30.684572
-92.06417,30.206507
-98.18099,26.396383
-98.18099,26.396383
-74.66301,39.875786
-84.2778,30.45931
-97.45085,47.926003
-106.241394,31.766403
-97.45085,47.926003
-97.45085,47.926003
-97.45085,47.926003
-104.48989,38.17066
-97.45085,47.926003
-97.45085,47.926003
-106.241394,31.766403
-97.69127,30.239513
-97.45085,47.926003
-97.45085,47.926003
-106.241394,31.766403
-79.14668,38.16781
-106.241394,31.766403
-88.19657,30.684572
-106.241394,31.766403
-94.27499,35.19698
-76.04743,38.429195
-95.43465,29.167818
-97.16476,47.446213
-96.10912,41.115063
-84.2778,30.45931
-88.61135,35.420254
-72.71633,42.99914
-95.96458,35.646877
-72.6637,42.33946
-72.6637,42.33946
-72.692215,40.943554
-106.241394,31.766403
-94.27499,35.19698
-97.45085,47.926003
-91.75871,44.38976
-91.75871,44.38976
-88.83343,35.606056
-97.45085,47.926003
-92.310776,38.98966
-92.310776,38.98966
-71.84229,43.926502
-97.78773,36.378273
-80.57481,27.700638
-97.32309,35.206375
-84.2778,30.45931
-79.95366,33.2077
-101.48849,36.74163
-97.78773,36.378273
-89.25281,37.47521
-78.82872,35.050194
-98.18099,26.396383
-80.14,43.54
-80.14,43.54
-73.09,45.69
-97.601166,35.59067
-97.69823,30.209702
-95.41951,29.042715
-102.1207,31.963694
-97.75854,30.417973
-84.07694,30.855
-82.46111,32.5375
-84.21861,30.657778
-97.48906,30.22136
-86.158554,34.205666
-70.54,41.61
-70.56,41.63
-70.65,41.53
-70.65,41.53
-70.65,41.53
-70.65,41.53
-116.99645,32.849712
-87.5422,37.31107
-97.70353,30.527111
-95.41972,29.0425
-95.41972,29.0425
-82.37073,35.544476
-74.47599,40.204384
-82.37069,35.544514
-95.41972,29.0425
-98.11418,30.198654
-70.54,41.61
-70.54,41.61
-70.56,41.63
-70.65,41.53
-70.65,41.53
-70.65,41.53
-70.67,41.53
-70.65,41.53
-96.66903,33.05476
-97.01594,32.311813
-96.613075,32.9998
-72.53195,42.991768
-86.790634,33.411617
121.92708653890752,29.546593312512236
121.54926547415316,30.8217394060582
117.62937192732669,30.868967039152494
118.24333115755252,29.404910413229352
114.37066524382034,29.735503844889415
113.8511612797831,27.657487988740442
113.37888494884015,24.209870772856917
113.33165731574586,22.88749704621666
114.55957577619752,23.548683909536788
114.98462447404617,24.304326039045506
113.18997441646297,22.03739965051935
110.40354406389957,22.41522071527371
109.41176376891937,18.306416636070054
109.50621903510797,24.25709840595121
111.0647309272197,27.279666923986085
108.84503217178784,28.46035775134345
109.2700808696365,31.577381535566914
106.67256104945028,26.76016295994884
106.10582945231874,22.981952312405248
103.27217146666105,25.390561600214287
104.92513862496136,34.977771118356145
105.5390978551872,29.121544614663584
104.16949649545265,27.75194325492903
102.04425300620937,28.271447218966273
104.73622809258418,30.113324909643772
104.21672412854694,31.199560470812557
101.57197667526643,24.96551290236563
101.47752140907784,26.240658995911595
101.52474904217213,22.5096759814623
97.72292457808138,23.90289115774401
97.77015221117567,21.84848911814218
99.84816806732465,15.047709952563714
89.88313748442842,23.879277341196854
87.89957689446803,24.068187873574033
85.67987813903618,25.721155031874353
84.16859388001873,20.526115391501918
81.94889512458688,21.5651233195764
71.84218164240778,23.029179945499543
74.2980185633111,23.312545744065314
76.94276601659162,19.864928528181785
74.86475016044264,19.534335096521723
75.80930282232855,16.039490247543903
78.9735542396463,15.945034981355311
75.95098572161143,13.347515161169092
74.67583962806546,11.741775635963066
74.3452461964054,14.1976125568664
77.93454631157181,11.08058877264294
76.75385548421444,10.844450607171463
80.86265956341809,6.830101794156398
47.47272296575163,15.472758650412297
47.99222692978887,5.696638599893255
37.88551344760977,7.9163373553251155
36.515912087875215,7.49128865747646
39.34957007353291,8.152475520796589
38.405017411647016,6.78287416106204
39.06620427496714,15.094937585657938
29.951271087768227,15.897807348260951
30.04572635395682,7.49128865747646
29.951271087768227,27.043528758514544
55.45419295868745,-4.598985414663023
37.83828581451546,1.210013455935247
32.92661197270879,1.9656555854439652
29.762360555391037,-1.8597826951939211
29.99849872086251,-3.607205119682831
34.86294492957488,-5.874131508208986
38.12165161308123,-5.307399911077447
38.26333451236411,-3.654432752777126
37.36600948357251,-2.662652457796934
35.90195285764937,-3.134928788739881
39.538480605910074,-3.512749853494242
18.900004943703202,15.000482319469349
21.072476066040764,6.9717846934392185
13.516054770953586,7.349605758193579
12.004770511936153,5.980004398459027
9.973982288881471,5.413272801327487
9.690616490315703,3.7130780099328717
11.674177080276086,-0.9152300333080277
6.431909806809356,0.4071436933322303
7.943194065826789,10.230491376945565
8.98220199390128,18.023050837504222
-2.116291783258019,18.023050837504222
-2.210747049446608,13.064149362603258
1.9925122959456356,9.522076880531142
